,aracore_ids,aracore_name,aracore_annotations,symbol,chr,start,end,description,ncbigene,gene_name,uniprot_id
347,ATMG01360,ATMG01360,{},COX1,Mt,349830.0,351413.0,Cytochrome c oxidase subunit 1 [Source:UniProtKB/Swiss-Prot;Acc:P60620],,Cytochrome c oxidase subunit 1 ,P60620
348,AT4G37380,AT4G37380,{},ELI1,4,17571816.0,17573938.0,"Pentatricopeptide repeat-containing protein ELI1, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q9SZT8]",829892.0,"Pentatricopeptide repeat-containing protein ELI1, chloroplastic ",Q9SZT8
349,AT5G57815,AT5G57815,{},COX6B-2,5,23426647.0,23427911.0,Cytochrome c oxidase subunit [Source:UniProtKB/TrEMBL;Acc:A0A178UHL9],835891.0,Cytochrome c oxidase subunit ,A0A178UHL9
350,AT3G15640,AT3G15640,{},COX5B-1,3,5298991.0,5301745.0,"Cytochrome c oxidase subunit 5b-1, mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:Q9LW15]",820806.0,"Cytochrome c oxidase subunit 5b-1, mitochondrial ",Q9LW15
351,AT1G22450,AT1G22450,{},COX6B-1,1,7925121.0,7927345.0,COX6B [Source:UniProtKB/TrEMBL;Acc:A0A178WPQ4],838851.0,COX6B ,A0A178WPQ4
352,AT3G62400,AT3G62400,{},,3.0,23089596.0,23090821.0,unknown protein; Ha. [Source:TAIR;Acc:AT3G62400],825413.0,unknown protein; Ha. ,AT3G62400
353,AT4G28060,AT4G28060,{},COX6B-3,4,13943781.0,13945773.0,Cytochrome c oxidase subunit [Source:UniProtKB/TrEMBL;Acc:A0A178V4L0],828921.0,Cytochrome c oxidase subunit ,A0A178V4L0
354,AT2G33040,AT2G33040,{},ATPC,2,14018610.0,14021185.0,"ATP synthase subunit gamma, mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:Q96250]",817866.0,"ATP synthase subunit gamma, mitochondrial ",Q96250
355,AT5G08670,AT5G08670,{},,5.0,2818091.0,2821251.0,ATP synthase alpha/beta family protein [Source:TAIR;Acc:AT5G08670],,ATP synthase alpha/beta family protein ,AT5G08670
356,ATMG01170,ATMG01170,{},ATP6-2,Mt,296820.0,298204.0,ATP synthase subunit a [Source:UniProtKB/TrEMBL;Acc:G1C2S8],,ATP synthase subunit a ,G1C2S8
357,AT5G08690,AT5G08690,{},,5.0,2825661.0,2828806.0,"ATP synthase subunit beta-2, mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:P83484]",830770.0,"ATP synthase subunit beta-2, mitochondrial ",P83484
358,AT5G08680,AT5G08680,{},,5.0,2821739.0,2825039.0,"ATP synthase subunit beta-3, mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:Q9C5A9]",830769.0,"ATP synthase subunit beta-3, mitochondrial ",Q9C5A9
359,AT5G47030,AT5G47030,{},,5.0,19090150.0,19092416.0,"ATP synthase subunit delta', mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:Q96252]",834749.0,"ATP synthase subunit delta', mitochondrial ",Q96252
360,ATMG01080,ATMG01080,{},ATP9,Mt,278649.0,279152.0,"ATP synthase subunit 9, mitochondrial [Source:UniProtKB/TrEMBL;Acc:Q304C3]",815343.0,"ATP synthase subunit 9, mitochondrial ",Q304C3
361,AT5G13450,AT5G13450,{},ATP5,5,4310254.0,4312066.0,"ATP synthase subunit O, mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:Q96251]",831186.0,"ATP synthase subunit O, mitochondrial ",Q96251
362,AT3G52300,AT3G52300,{},ATPQ,3,19396424.0,19398444.0,"ATP synthase subunit d, mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:Q9FT52]",824395.0,"ATP synthase subunit d, mitochondrial ",Q9FT52
363,ATMG00480,ATMG00480,{},YMF19,Mt,129909.0,130385.0,ATPase subunit 8 [Source:UniProtKB/TrEMBL;Acc:G1C2R4],815382.0,ATPase subunit 8 ,G1C2R4
364,ATMG01190,ATMG01190,{},ATP1,Mt,302166.0,303689.0,ATP synthase subunit alpha [Source:UniProtKB/TrEMBL;Acc:G1C2Z0],,ATP synthase subunit alpha ,G1C2Z0
365,AT1G51650,AT1G51650,{},,1.0,19152508.0,19154051.0,"ATP synthase subunit epsilon, mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:Q96253]",841590.0,"ATP synthase subunit epsilon, mitochondrial ",Q96253
366,AT2G07671,AT2G07671,{},,2.0,3251566.0,3252341.0,"ATP synthase subunit 9, mitochondrial [Source:UniProtKB/TrEMBL;Acc:Q304C3]",815343.0,"ATP synthase subunit 9, mitochondrial ",Q304C3
367,ATMG00640,ATMG00640,{},ORF25,Mt,188084.0,188662.0,"hydrogen ion transporting ATP synthases, rotational mechanism;zinc ion binding [Source:TAIR;Acc:ATMG00640]",,"hydrogen ion transporting ATP synthases, rotational mechanism;zinc ion binding ",ATMG00640
368,ATMG00410,ATMG00410,{},ATP6-1,Mt,111587.0,112907.0,ATP synthase subunit a [Source:UniProtKB/TrEMBL;Acc:A0A178U7J2],815413.0,ATP synthase subunit a ,A0A178U7J2
369,AT2G07732,AT2G07732,{},,2.0,3468160.0,3468899.0,"Ribulose bisphosphate carboxylase large chain, catalytic domain-containing protein [Source:UniProtKB/TrEMBL;Acc:F4INE2]",3768663.0,"Ribulose bisphosphate carboxylase large chain, catalytic domain-containing protein ",F4INE2
370,AT5G36790,AT5G36790,{},PGLP1A,5,14480482.0,14483927.0,"Phosphoglycolate phosphatase 1B, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:P0DKC4]","dbname
EntrezGene    833635
EntrezGene    833646
Name: primary_id, dtype: object","Phosphoglycolate phosphatase 1B, chloroplastic ",P0DKC4
371,AT5G36700,AT5G36700,{},PGLP1A,5,14421182.0,14424610.0,"Phosphoglycolate phosphatase 1B, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:P0DKC4]","dbname
EntrezGene    833635
EntrezGene    833646
Name: primary_id, dtype: object","Phosphoglycolate phosphatase 1B, chloroplastic ",P0DKC4
372,AT5G47760,AT5G47760,{},PGLP2,5,19342405.0,19345127.0,Phosphoglycolate phosphatase 2 [Source:UniProtKB/Swiss-Prot;Acc:Q8GWU0],834827.0,Phosphoglycolate phosphatase 2 ,Q8GWU0
373,AT2G33255,AT2G33255,{},,2.0,14098778.0,14100623.0,Haloacid dehalogenase-like hydrolase domain-containing protein At2g33255 [Source:UniProtKB/Swiss-Prot;Acc:Q8RYE9],817888.0,Haloacid dehalogenase-like hydrolase domain-containing protein At2g33255 ,Q8RYE9
374,AT4G18360,AT4G18360,{},GLO5,4,10145895.0,10148764.0,Peroxisomal (S)-2-hydroxy-acid oxidase GLO5 [Source:UniProtKB/Swiss-Prot;Acc:O49506],827563.0,Peroxisomal (S)-2-hydroxy-acid oxidase GLO5 ,O49506
375,AT3G14420,AT3G14420,{},GLO1,3,4821391.0,4824178.0,(S)-2-hydroxy-acid oxidase GLO1 [Source:UniProtKB/Swiss-Prot;Acc:Q9LRR9],820665.0,(S)-2-hydroxy-acid oxidase GLO1 ,Q9LRR9
376,AT3G14130,AT3G14130,{},GLO4,3,4685646.0,4688309.0,Peroxisomal (S)-2-hydroxy-acid oxidase GLO4 [Source:UniProtKB/Swiss-Prot;Acc:Q9LJH5],820630.0,Peroxisomal (S)-2-hydroxy-acid oxidase GLO4 ,Q9LJH5
377,AT3G14415,AT3G14415,{},,3.0,4818251.0,4821013.0,GOX2 [Source:UniProtKB/TrEMBL;Acc:A0A384L6X3],820664.0,GOX2 ,A0A384L6X3
378,AT3G14150,AT3G14150,{},GLO3,3,4690415.0,4693133.0,HAOX2 [Source:UniProtKB/TrEMBL;Acc:A0A178VKC7],820632.0,HAOX2 ,A0A178VKC7
379,AT4G35090,AT4G35090,{},CAT2,4,16700312.0,16703504.0,catalase 2 [Source:TAIR;Acc:AT4G35090],829661.0,catalase 2 ,AT4G35090
380,AT1G20630,AT1G20630,{},CAT1,1,7146636.0,7150180.0,CAT1 [Source:UniProtKB/TrEMBL;Acc:A0A384KXY6],838652.0,CAT1 ,A0A384KXY6
381,AT1G20620,AT1G20620,{},CAT3,1,7142972.0,7146540.0,catalase 3 [Source:TAIR;Acc:AT1G20620],838651.0,catalase 3 ,AT1G20620
382,AT1G70580,AT1G70580,{},GGAT2,1,26612359.0,26616071.0,Glutamate--glyoxylate aminotransferase 2 [Source:UniProtKB/Swiss-Prot;Acc:Q9S7E9],843395.0,Glutamate--glyoxylate aminotransferase 2 ,Q9S7E9
383,AT1G23310,AT1G23310,{},GGAT1,1,8268385.0,8272021.0,Glutamate--glyoxylate aminotransferase 1 [Source:UniProtKB/Swiss-Prot;Acc:Q9LR30],838940.0,Glutamate--glyoxylate aminotransferase 1 ,Q9LR30
384,AT2G13360,AT2G13360,{},AGT1,2,5538740.0,5541479.0,Serine--glyoxylate aminotransferase [Source:UniProtKB/Swiss-Prot;Acc:Q56YA5],815822.0,Serine--glyoxylate aminotransferase ,Q56YA5
385,AT4G33010,AT4G33010,{},GLDP1,4,15926652.0,15931422.0,Glycine cleavage system P protein [Source:UniProtKB/TrEMBL;Acc:A0A178UTF1],829438.0,Glycine cleavage system P protein ,A0A178UTF1
386,AT2G26080,AT2G26080,{},GLDP2,2,11109003.0,11114291.0,"Glycine dehydrogenase (decarboxylating) 2, mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:O80988]",817149.0,"Glycine dehydrogenase (decarboxylating) 2, mitochondrial ",O80988
387,AT1G11860,AT1G11860,{},,1.0,4001113.0,4003748.0,Glycine cleavage T-protein family [Source:TAIR;Acc:AT1G11860],837733.0,Glycine cleavage T-protein family ,AT1G11860
388,AT4G37930,AT4G37930,{},SHM1,4,17831731.0,17835017.0,"Serine hydroxymethyltransferase 1, mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:Q9SZJ5]",829949.0,"Serine hydroxymethyltransferase 1, mitochondrial ",Q9SZJ5
389,AT5G26780,AT5G26780,{},SHM2,5,9418137.0,9422228.0,serine hydroxymethyltransferase 2 [Source:TAIR;Acc:AT5G26780],832736.0,serine hydroxymethyltransferase 2 ,AT5G26780
390,AT1G68010,AT1G68010,{},HPR,1,25493193.0,25496053.0,hydroxypyruvate reductase [Source:TAIR;Acc:AT1G68010],843129.0,hydroxypyruvate reductase ,AT1G68010
391,AT2G22780,AT2G22780,{},PMDH1,2,9689295.0,9692154.0,PMDH1 [Source:UniProtKB/TrEMBL;Acc:A0A384LAR8],816808.0,PMDH1 ,A0A384LAR8
392,AT1G80380,AT1G80380,{},GLYK,1,30217116.0,30220595.0,"D-glycerate 3-kinase, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q944I4]",844378.0,"D-glycerate 3-kinase, chloroplastic ",Q944I4
393,AT5G35790,AT5G35790,{},G6PD1,5,13956672.0,13959830.0,"Glucose-6-phosphate 1-dehydrogenase 1, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q43727]",833559.0,"Glucose-6-phosphate 1-dehydrogenase 1, chloroplastic ",Q43727
394,AT3G27300,AT3G27300,{},G6PD5,3,10083009.0,10086798.0,Glucose-6-phosphate 1-dehydrogenase [Source:UniProtKB/TrEMBL;Acc:A0A1I9LLZ6],822349.0,Glucose-6-phosphate 1-dehydrogenase ,A0A1I9LLZ6
395,AT1G24280,AT1G24280,{},G6PD3,1,8609338.0,8612580.0,Glucose-6-phosphate 1-dehydrogenase [Source:UniProtKB/TrEMBL;Acc:A0A178WP00],839044.0,Glucose-6-phosphate 1-dehydrogenase ,A0A178WP00
396,AT1G09420,AT1G09420,{},G6PD4,1,3038462.0,3041873.0,Glucose-6-phosphate 1-dehydrogenase [Source:UniProtKB/TrEMBL;Acc:F4I0Y8],837465.0,Glucose-6-phosphate 1-dehydrogenase ,F4I0Y8
397,AT5G13110,AT5G13110,{},G6PD2,5,4158639.0,4161845.0,"Glucose-6-phosphate 1-dehydrogenase 2, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q9FY99]",831150.0,"Glucose-6-phosphate 1-dehydrogenase 2, chloroplastic ",Q9FY99
398,AT5G24420,AT5G24420,{},PGL5,5,8336534.0,8338032.0,Probable 6-phosphogluconolactonase 3 [Source:UniProtKB/Swiss-Prot;Acc:Q8LEV7],832513.0,Probable 6-phosphogluconolactonase 3 ,Q8LEV7
399,AT3G49360,AT3G49360,{},PGL2,3,18303007.0,18304466.0,Probable 6-phosphogluconolactonase 2 [Source:UniProtKB/Swiss-Prot;Acc:Q8LG70],824098.0,Probable 6-phosphogluconolactonase 2 ,Q8LG70
400,AT5G24410,AT5G24410,{},PGL4,5,8332420.0,8334129.0,Probable 6-phosphogluconolactonase 4 [Source:UniProtKB/Swiss-Prot;Acc:Q9FIN1],832512.0,Probable 6-phosphogluconolactonase 4 ,Q9FIN1
401,AT5G24400,AT5G24400,{},PGL3,5,8330243.0,8331963.0,"Probable 6-phosphogluconolactonase 5, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q84WW2]",832511.0,"Probable 6-phosphogluconolactonase 5, chloroplastic ",Q84WW2
402,AT1G13700,AT1G13700,{},PGL1,1,4694372.0,4696023.0,Probable 6-phosphogluconolactonase 1 [Source:UniProtKB/Swiss-Prot;Acc:Q9LMX8],837931.0,Probable 6-phosphogluconolactonase 1 ,Q9LMX8
403,AT5G41670,AT5G41670,{},PGD3,5,16664674.0,16667390.0,"6-phosphogluconate dehydrogenase, decarboxylating [Source:UniProtKB/TrEMBL;Acc:A0A178UQL8]",834169.0,"6-phosphogluconate dehydrogenase, decarboxylating ",A0A178UQL8
404,AT1G64190,AT1G64190,{},PGD1,1,23825328.0,23827136.0,"6-phosphogluconate dehydrogenase, decarboxylating 1, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q9SH69]",842724.0,"6-phosphogluconate dehydrogenase, decarboxylating 1, chloroplastic ",Q9SH69
405,AT3G02360,AT3G02360,{},PGD2,3,481776.0,484152.0,"6-phosphogluconate dehydrogenase, decarboxylating [Source:UniProtKB/TrEMBL;Acc:A0A178VK18]",821163.0,"6-phosphogluconate dehydrogenase, decarboxylating ",A0A178VK18
406,AT5G13420,AT5G13420,{},,5.0,4301792.0,4304315.0,Aldolase-type TIM barrel family protein [Source:UniProtKB/TrEMBL;Acc:Q9LYR4],831183.0,Aldolase-type TIM barrel family protein ,Q9LYR4
407,AT1G22410,AT1G22410,{},,1.0,7911843.0,7915004.0,Phospho-2-dehydro-3-deoxyheptonate aldolase [Source:UniProtKB/TrEMBL;Acc:Q9SK84],838847.0,Phospho-2-dehydro-3-deoxyheptonate aldolase ,Q9SK84
408,AT4G39980,AT4G39980,{},DHS1,4,18539511.0,18542122.0,"Phospho-2-dehydro-3-deoxyheptonate aldolase 1, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:P29976]",830159.0,"Phospho-2-dehydro-3-deoxyheptonate aldolase 1, chloroplastic ",P29976
409,AT4G33510,AT4G33510,{},DHS2,4,16116371.0,16118825.0,Phospho-2-dehydro-3-deoxyheptonate aldolase [Source:UniProtKB/TrEMBL;Acc:A0A178US70],829489.0,Phospho-2-dehydro-3-deoxyheptonate aldolase ,A0A178US70
410,AT5G66120,AT5G66120,{},DHQS,5,26431376.0,26433900.0,"3-dehydroquinate synthase, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q8VYV7]",836744.0,"3-dehydroquinate synthase, chloroplastic ",Q8VYV7
411,AT3G06350,AT3G06350,{},EMB3004,3,1924270.0,1927850.0,"Bifunctional 3-dehydroquinate dehydratase/shikimate dehydrogenase, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q9SQT8]",819809.0,"Bifunctional 3-dehydroquinate dehydratase/shikimate dehydrogenase, chloroplastic ",Q9SQT8
412,AT2G21940,AT2G21940,{},SK1,2,9350543.0,9353231.0,Shikimate kinase 1 [Source:UniProtKB/TrEMBL;Acc:F4IIJ2],816730.0,Shikimate kinase 1 ,F4IIJ2
413,AT4G39540,AT4G39540,{},SK2,4,18378225.0,18380417.0,Shikimate kinase 2 [Source:UniProtKB/TrEMBL;Acc:F4JW33],830108.0,Shikimate kinase 2 ,F4JW33
414,AT1G48860,AT1G48860,{},,1.0,18068698.0,18071667.0,3-phosphoshikimate 1-carboxyvinyltransferase [Source:UniProtKB/TrEMBL;Acc:Q9FVP6],841308.0,3-phosphoshikimate 1-carboxyvinyltransferase ,Q9FVP6
415,AT2G45300,AT2G45300,{},,2.0,18677311.0,18681889.0,"3-phosphoshikimate 1-carboxyvinyltransferase, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:P05466]",819138.0,"3-phosphoshikimate 1-carboxyvinyltransferase, chloroplastic ",P05466
416,AT1G48850,AT1G48850,{},EMB1144,1,18064905.0,18068154.0,"Chorismate synthase, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:P57720]",841307.0,"Chorismate synthase, chloroplastic ",P57720
417,AT2G35390,AT2G35390,{},PRS1,2,14895248.0,14897882.0,"Ribose-phosphate pyrophosphokinase 1, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q42581]",818106.0,"Ribose-phosphate pyrophosphokinase 1, chloroplastic ",Q42581
418,AT1G10700,AT1G10700,{},PRS3,1,3554104.0,3556544.0,"Ribose-phosphate pyrophosphokinase 3, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q93Z66]",837613.0,"Ribose-phosphate pyrophosphokinase 3, chloroplastic ",Q93Z66
419,AT1G32380,AT1G32380,{},PRS2,1,11681734.0,11684520.0,"Ribose-phosphate pyrophosphokinase 2, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q42583]",840131.0,"Ribose-phosphate pyrophosphokinase 2, chloroplastic ",Q42583
420,AT2G44530,AT2G44530,{},PRS5,2,18383515.0,18386208.0,"Ribose-phosphate pyrophosphokinase 5, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:O64888]",819061.0,"Ribose-phosphate pyrophosphokinase 5, chloroplastic ",O64888
421,AT4G15530,AT4G15530,{},PPDK,4,8864615.0,8870979.0,"Pyruvate, phosphate dikinase 1, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:O23404]",827226.0,"Pyruvate, phosphate dikinase 1, chloroplastic ",O23404
422,AT5G58330,AT5G58330,{},,5.0,23579722.0,23582395.0,"Malate dehydrogenase [NADP], chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q8H1E2]",835945.0,Malate dehydrogenase ,Q8H1E2
423,AT1G79750,AT1G79750,{},NADP-ME4,1,30007288.0,30011690.0,Malic enzyme [Source:UniProtKB/TrEMBL;Acc:A0A178W4H6],844314.0,Malic enzyme ,A0A178W4H6
424,AT3G58740,AT3G58740,{},CSY1,3,21720773.0,21723790.0,"Citrate synthase 1, peroxisomal [Source:UniProtKB/Swiss-Prot;Acc:Q9LXS7]",825043.0,"Citrate synthase 1, peroxisomal ",Q9LXS7
425,AT2G42790,AT2G42790,{},CSY3,2,17802841.0,17806073.0,Citrate synthase [Source:UniProtKB/TrEMBL;Acc:Q0WUX6],818879.0,Citrate synthase ,Q0WUX6
426,AT1G32480,AT1G32480,{},IDH-IV,1,11741083.0,11741990.0,isocitrate dehydrogenase IV [Source:TAIR;Acc:AT1G32480],,isocitrate dehydrogenase IV ,AT1G32480
427,AT1G65930,AT1G65930,{},CICDH,1,24538886.0,24542712.0,Isocitrate dehydrogenase [NADP] [Source:UniProtKB/TrEMBL;Acc:A0A178W7K0],842905.0,Isocitrate dehydrogenase ,A0A178W7K0
428,AT5G14590,AT5G14590,{},,5.0,4703298.0,4706826.0,"Isocitrate dehydrogenase [NADP], chloroplastic/mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:Q8LPJ5]",831311.0,Isocitrate dehydrogenase ,Q8LPJ5
429,AT3G21720,AT3G21720,{},ICL,3,7652487.0,7656053.0,Isocitrate lyase [Source:UniProtKB/Swiss-Prot;Acc:P28297],821726.0,Isocitrate lyase ,P28297
430,AT1G09430,AT1G09430,{},ACLA-3,1,3041996.0,3045541.0,ATP-citrate synthase alpha chain protein 3 [Source:UniProtKB/Swiss-Prot;Acc:O80526],837466.0,ATP-citrate synthase alpha chain protein 3 ,O80526
431,AT5G49460,AT5G49460,{},ACLB-2,5,20054501.0,20058555.0,ATP-citrate synthase beta chain protein 2 [Source:UniProtKB/Swiss-Prot;Acc:Q9FGX1],835006.0,ATP-citrate synthase beta chain protein 2 ,Q9FGX1
432,AT1G60810,AT1G60810,{},ACLA-2,1,22388527.0,22391237.0,ATP-citrate synthase alpha chain protein 2 [Source:UniProtKB/Swiss-Prot;Acc:O22718],842375.0,ATP-citrate synthase alpha chain protein 2 ,O22718
433,AT1G10670,AT1G10670,{},ACLA-1,1,3535288.0,3538439.0,ATP-citrate lyase A-1 [Source:UniProtKB/TrEMBL;Acc:F4I5V8],837610.0,ATP-citrate lyase A-1 ,F4I5V8
434,AT3G06650,AT3G06650,{},ACLB-1,3,2079033.0,2083472.0,ACLB-1 [Source:UniProtKB/TrEMBL;Acc:A0A178V742],819845.0,ACLB-1 ,A0A178V742
435,AT5G23050,AT5G23050,{},AAE17,5,7731221.0,7735566.0,"Probable acyl-activating enzyme 17, peroxisomal [Source:UniProtKB/Swiss-Prot;Acc:F4KBF3]",832369.0,"Probable acyl-activating enzyme 17, peroxisomal ",F4KBF3
436,AT5G36880,AT5G36880,{},ACS,5,14534585.0,14540441.0,"Acetyl-coenzyme A synthetase, chloroplastic/glyoxysomal [Source:UniProtKB/Swiss-Prot;Acc:B9DGD6]",833655.0,"Acetyl-coenzyme A synthetase, chloroplastic/glyoxysomal ",B9DGD6
437,AT2G38040,AT2G38040,{},CAC3,2,15917032.0,15921170.0,"Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q9LD43]",818382.0,"Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha, chloroplastic ",Q9LD43
438,AT5G15530,AT5G15530,{},BCCP2,5,5038563.0,5040840.0,Biotin carboxyl carrier protein of acetyl-CoA carboxylase [Source:UniProtKB/TrEMBL;Acc:A0A178U9S1],831406.0,Biotin carboxyl carrier protein of acetyl-CoA carboxylase ,A0A178U9S1
439,AT5G16390,AT5G16390,{},BCCP1,5,5360789.0,5363297.0,"Biotin carboxyl carrier protein of acetyl-CoA carboxylase 1, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q42533]",831500.0,"Biotin carboxyl carrier protein of acetyl-CoA carboxylase 1, chloroplastic ",Q42533
440,AT5G35360,AT5G35360,{},CAC2,5,13584104.0,13588496.0,Acetyl Co-enzyme a carboxylase biotin carboxylase subunit [Source:UniProtKB/TrEMBL;Acc:F4JYE0],833497.0,Acetyl Co-enzyme a carboxylase biotin carboxylase subunit ,F4JYE0
441,ATCG00500,ATCG00500,{},ACCD,Pt,57075.0,58541.0,"Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta, chloroplastic [Source:UniProtKB/TrEMBL;Acc:A0A1B1W4V3]",844755.0,"Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta, chloroplastic ",A0A1B1W4V3
442,AT2G30200,AT2G30200,{},,2.0,12882948.0,12885776.0,EMBRYO DEFECTIVE 3147 [Source:UniProtKB/TrEMBL;Acc:Q8RU07],817570.0,EMBRYO DEFECTIVE 3147 ,Q8RU07
443,AT5G09650,AT5G09650,{},PPA6,5,2991149.0,2993213.0,"Soluble inorganic pyrophosphatase 6, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q9LXC9]",830824.0,"Soluble inorganic pyrophosphatase 6, chloroplastic ",Q9LXC9
444,AT2G46860,AT2G46860,{},PPA3,2,19253670.0,19255328.0,PPa3 [Source:UniProtKB/TrEMBL;Acc:A0A178VZ15],819299.0,PPa3 ,A0A178VZ15
445,AT3G53620,AT3G53620,{},PPA4,3,19880504.0,19883743.0,PPa4 [Source:UniProtKB/TrEMBL;Acc:A0A178VKC0],824530.0,PPa4 ,A0A178VKC0
446,AT1G01050,AT1G01050,{},PPA1,1,31170.0,33171.0,Soluble inorganic pyrophosphatase 1 [Source:UniProtKB/Swiss-Prot;Acc:Q93V56],839579.0,Soluble inorganic pyrophosphatase 1 ,Q93V56
447,AT2G18230,AT2G18230,{},PPA2,2,7931923.0,7934353.0,PPa2 [Source:UniProtKB/TrEMBL;Acc:A0A178VY12],816338.0,PPa2 ,A0A178VY12
448,AT4G01480,AT4G01480,{},PPA5,4,626069.0,628070.0,PPa5 [Source:UniProtKB/TrEMBL;Acc:A0A178V127],827962.0,PPa5 ,A0A178V127
449,AT1G15690,AT1G15690,{},AVP1,1,5398926.0,5402733.0,VHP1 [Source:UniProtKB/TrEMBL;Acc:A0A178WA14],838138.0,VHP1 ,A0A178WA14
450,AT1G20950,AT1G20950,{},PFP-ALPHA1,1,7297239.0,7301633.0,Pyrophosphate--fructose 6-phosphate 1-phosphotransferase subunit alpha [Source:UniProtKB/TrEMBL;Acc:A0A178WMV9],838689.0,Pyrophosphate--fructose 6-phosphate 1-phosphotransferase subunit alpha ,A0A178WMV9
451,AT1G76550,AT1G76550,{},PFP-ALPHA2,1,28722657.0,28727111.0,Pyrophosphate--fructose 6-phosphate 1-phosphotransferase subunit alpha 2 [Source:UniProtKB/Swiss-Prot;Acc:Q9C9K3],843988.0,Pyrophosphate--fructose 6-phosphate 1-phosphotransferase subunit alpha 2 ,Q9C9K3
452,AT4G04040,AT4G04040,{},PFP-BETA2,4,1939113.0,1943024.0,Pyrophosphate--fructose 6-phosphate 1-phosphotransferase subunit beta 2 [Source:UniProtKB/Swiss-Prot;Acc:F4JGR5],825716.0,Pyrophosphate--fructose 6-phosphate 1-phosphotransferase subunit beta 2 ,F4JGR5
453,AT1G12000,AT1G12000,{},PFP-BETA1,1,4049896.0,4053871.0,Pyrophosphate--fructose 6-phosphate 1-phosphotransferase subunit beta 1 [Source:UniProtKB/Swiss-Prot;Acc:Q8W4M5],837752.0,Pyrophosphate--fructose 6-phosphate 1-phosphotransferase subunit beta 1 ,Q8W4M5
454,AT5G14780,AT5G14780,{},FDH1,5,4776733.0,4779526.0,"Formate dehydrogenase, mitochondrial [Source:UniProtKB/TrEMBL;Acc:A0A178UHK7]",831330.0,"Formate dehydrogenase, mitochondrial ",A0A178UHK7
455,AT1G50480,AT1G50480,{},THFS,1,18701882.0,18704938.0,Formate--tetrahydrofolate ligase [Source:UniProtKB/Swiss-Prot;Acc:Q9SPK5],841470.0,Formate--tetrahydrofolate ligase ,Q9SPK5
456,AT2G21550,AT2G21550,{},,2.0,9226917.0,9230205.0,Bifunctional dihydrofolate reductase-thymidylate synthase [Source:UniProtKB/TrEMBL;Acc:Q9SIK4],816694.0,Bifunctional dihydrofolate reductase-thymidylate synthase ,Q9SIK4
457,AT2G16370,AT2G16370,{},THY-1,2,7081763.0,7084865.0,Bifunctional dihydrofolate reductase-thymidylate synthase 1 [Source:UniProtKB/Swiss-Prot;Acc:Q05762],816134.0,Bifunctional dihydrofolate reductase-thymidylate synthase 1 ,Q05762
458,AT4G15700,AT4G15700,{},GRXS3,4,8937358.0,8938124.0,Monothiol glutaredoxin-S3 [Source:UniProtKB/Swiss-Prot;Acc:O23421],827247.0,Monothiol glutaredoxin-S3 ,O23421
459,AT2G47880,AT2G47880,{},GRXC13,2,19605030.0,19605704.0,Glutaredoxin-C13 [Source:UniProtKB/Swiss-Prot;Acc:O82255],819400.0,Glutaredoxin-C13 ,O82255
460,AT5G18600,AT5G18600,{},GRXS2,5,6183166.0,6184038.0,Monothiol glutaredoxin-S2 [Source:UniProtKB/Swiss-Prot;Acc:Q8L8Z8],831978.0,Monothiol glutaredoxin-S2 ,Q8L8Z8
